timestamp,profile,edge,sni,host,path,transport,tcp_ok,tls_ok,upgrade_ok,status,elapsed_ms,error
2026-08-01T20:57:10+0330,uacSpoofer 4,172.68.225.71,www.gossipglove.com,www.gossipglove.com,/assignment?TELEGRAM--KANAL--JKVPN--JKVPN--JKVPN--JKVPN--JKVPN--JKVPN,ws,False,False,False,,28746.4,TimeoutError: 
2026-08-01T20:57:10+0330,uacSpoofer 4,172.70.245.194,www.gossipglove.com,www.gossipglove.com,/assignment?TELEGRAM--KANAL--JKVPN--JKVPN--JKVPN--JKVPN--JKVPN--JKVPN,ws,False,False,False,,28789.5,TimeoutError: 
2026-08-01T20:57:10+0330,uacSpoofer 4,131.0.72.133,www.gossipglove.com,www.gossipglove.com,/assignment?TELEGRAM--KANAL--JKVPN--JKVPN--JKVPN--JKVPN--JKVPN--JKVPN,ws,False,False,False,,28837.8,TimeoutError: 
2026-08-01T20:57:10+0330,uacSpoofer 4,131.0.73.122,www.gossipglove.com,www.gossipglove.com,/assignment?TELEGRAM--KANAL--JKVPN--JKVPN--JKVPN--JKVPN--JKVPN--JKVPN,ws,False,False,False,,28838.3,TimeoutError: 
2026-08-01T20:57:10+0330,uacSpoofer 4,131.0.74.112,www.gossipglove.com,www.gossipglove.com,/assignment?TELEGRAM--KANAL--JKVPN--JKVPN--JKVPN--JKVPN--JKVPN--JKVPN,ws,False,False,False,,28882.2,TimeoutError: 
2026-08-01T20:57:10+0330,uacSpoofer 4,131.0.75.122,www.gossipglove.com,www.gossipglove.com,/assignment?TELEGRAM--KANAL--JKVPN--JKVPN--JKVPN--JKVPN--JKVPN--JKVPN,ws,False,False,False,,28903.8,TimeoutError: 
2026-08-01T20:57:10+0330,uacSpoofer 5,172.65.0.1,www.multiplydose.com,www.multiplydose.com,//assignment,ws,False,False,False,,29108.3,ConnectionResetError: [WinError 64] The specified network name is no longer available
2026-08-01T20:57:10+0330,uacSpoofer 3,104.18.32.47,www.ignitelimit.com,www.ignitelimit.com,/assignment,ws,True,True,False,,29696.8,TimeoutError: 
2026-08-01T20:57:10+0330,uacSpoofer 2,104.18.9.83,www.ignitelimit.com,www.ignitelimit.com,/assignment,ws,True,True,False,,29826.9,TimeoutError: 
2026-08-01T20:57:10+0330,uacSpoofer 5,104.18.10.110,www.multiplydose.com,www.multiplydose.com,//assignment,ws,False,False,False,,29944.7,TimeoutError: 
2026-08-01T20:57:10+0330,uacSpoofer 5,104.16.2.1,www.multiplydose.com,www.multiplydose.com,//assignment,ws,False,False,False,,30146.6,TimeoutError: 
